Date,Open,High,Low,Close,Volume
11-08-21,14834.3838,14842.498,14692.4131,14765.1348,3588318479
12-08-21,14751.3555,14824.3057,14698.9424,14816.2617,3660650361
13-08-21,14825.0684,14850.6113,14797.2178,14822.8975,3698042835
16-08-21,14771.5303,14794.6807,14610.0234,14793.7627,3549264182
17-08-21,14670.5635,14716.9473,14550.8818,14656.1816,3672637034
18-08-21,14636.2441,14697.252,14516.3018,14525.9141,3248265076
19-08-21,14423.1621,14610.7607,14423.1621,14541.7881,3709416608
20-08-21,14571.5322,14722.1641,14571.5322,14714.6631,3491322317
23-08-21,14776.9805,14963.4658,14776.9805,14942.6523,3512520016
24-08-21,14978.1426,15034.8867,14965.5352,15019.7998,3466164842
25-08-21,15039.0264,15059.4268,15011.5811,15041.8584,3290661050
26-08-21,15025.166,15059.6338,14939.5615,14945.8076,3230926141
27-08-21,14969.7646,15144.4844,14966.5234,15129.501,3653337422
30-08-21,15165.9434,15288.083,15165.1201,15265.8896,3695766278
31-08-21,15262.877,15278.9561,15202.6689,15259.2354,3764192311
01-09-21,15308.9756,15379.5039,15302.1113,15309.3809,3879624451
02-09-21,15358.4736,15380.0693,15285.3477,15331.1768,3636218781
03-09-21,15313.415,15375.5645,15283.668,15363.5156,3378028392
07-09-21,15375.9824,15403.4375,15343.2754,15374.3271,3619211839
08-09-21,15360.3457,15360.3457,15206.6104,15286.6377,3745397751
09-09-21,15296.0635,15352.377,15245.1748,15248.2539,3612638584
10-09-21,15332.918,15349.4697,15111.3105,15115.4941,4128877760
13-09-21,15211.4277,15215.4424,15030.8506,15105.582,4213677162
14-09-21,15168.4482,15181.1875,15008.3018,15037.7588,4137855692
15-09-21,15071.3398,15174.3799,14984.6777,15161.5293,4008011292
16-09-21,15120.0928,15205.501,15047.1406,15181.9238,3327682720
17-09-21,15163.3555,15166.5605,14998.7266,15043.9678,5928790718
20-09-21,14758.1357,14841.8154,14530.0732,14713.9033,4255566918
21-09-21,14803.3594,14847.0273,14696.4678,14746.3975,3616511584
22-09-21,14800.5889,14950.1201,14767.0146,14896.8477,3748674924
23-09-21,14960.0029,15085.4365,14932.5146,15052.2441,3722504532
24-09-21,14961.6152,15067.5596,14946.5664,15047.6992,3595055299
27-09-21,14954.1748,15003.1592,14864.9619,14969.9697,4196351523
28-09-21,14787.2061,14817.7373,14539.8828,14546.6826,4325220051
29-09-21,14614.8838,14676.6162,14493.665,14512.4404,4666676778
30-09-21,14582.6016,14632.3574,14444.2998,14448.5811,5263886048
01-10-21,14494.9307,14606.8193,14324.0107,14566.6973,4140723259
04-10-21,14493.124,14499.7354,14181.6914,14255.4844,3692754762
05-10-21,14312.8613,14508.6475,14299.7812,14433.8301,3674604231
06-10-21,14289.4492,14509.5488,14259.0674,14501.9111,3859738423
07-10-21,14631.7998,14755.7178,14615.1396,14654.0156,3510120447
08-10-21,14694.7168,14699.9111,14569.6826,14579.5371,3168613106
11-10-21,14540.0771,14665.9873,14482.6152,14486.2002,3172122145
12-10-21,14539.0859,14552.7061,14441.6006,14465.9248,3600665569
13-10-21,14537.1689,14589.2793,14471.875,14571.6348,3586780133
14-10-21,14717.5029,14827.5557,14699.5244,14823.4297,3788574437
15-10-21,14891.2402,14904.9766,14847.9648,14897.3398,3785594828
18-10-21,14839.7412,15026.6807,14833.2812,15021.8096,3769752005
19-10-21,15073.1328,15137.8535,15049.7314,15129.0898,4066631632
20-10-21,15160.0039,15178.3916,15071.1494,15121.6787,3656967949
21-10-21,15104.7998,15222.2549,15094.1406,15215.7002,4230521320
22-10-21,15158.0645,15193.0146,15021.0225,15090.2002,5083938037
25-10-21,15142.9189,15259.6318,15070.75,15226.7061,5180924914
26-10-21,15317.501,15384.0,15198.2305,15235.7148,6435475656
27-10-21,15276.0039,15364.5361,15235.8379,15235.8379,5258531961
28-10-21,15304.7363,15452.3027,15290.3057,15448.1182,4833015183
29-10-21,15323.29,15504.1211,15323.29,15498.3887,4396808218
01-11-21,15541.2617,15598.9473,15470.8174,15595.915,4787765019
02-11-21,15583.9844,15656.6035,15569.2676,15649.6025,4621013508
03-11-21,15658.5176,15821.5752,15616.4375,15811.584,4678914357
04-11-21,15849.7422,15966.0859,15827.6641,15940.3076,4548906552
05-11-21,16003.5635,16053.3857,15900.7803,15971.5879,4936589624
08-11-21,15995.7178,16038.2314,15961.8047,15982.3574,5033573688
09-11-21,16024.1279,16035.2119,15836.6797,15886.543,4879163697
10-11-21,15753.8398,15867.2402,15543.6807,15622.7051,4473740145
11-11-21,15752.084,15768.0254,15695.7666,15704.2812,4084624386
12-11-21,15752.6182,15874.5752,15705.377,15860.958,4942265380
15-11-21,15894.8193,15918.4512,15778.3086,15853.8467,4451092175
16-11-21,15840.3213,15989.6123,15825.0039,15973.8555,4758157628
17-11-21,15973.6152,15998.5684,15909.3857,15921.5713,4453547042
18-11-21,15973.3945,16010.8828,15848.832,15993.71,4787843315
19-11-21,16042.1631,16121.1162,16017.2305,16057.4375,4019806740
22-11-21,16120.9238,16212.2285,15851.0361,15854.7578,4863229193
23-11-21,15809.502,15895.8613,15601.459,15775.1387,4684635272
24-11-21,15677.8818,15848.5605,15591.3613,15845.2256,3642067676
26-11-21,15664.3789,15731.5391,15456.0889,15491.6572,2997923886
29-11-21,15719.4229,15833.1143,15644.6143,15782.834,4234647617
30-11-21,15716.498,15828.1953,15451.3848,15537.6904,5697366730
01-12-21,15752.2695,15816.8232,15243.9287,15254.0518,5441116855
02-12-21,15181.8232,15444.5371,15150.1201,15381.3193,4510008283
03-12-21,15428.7051,15470.3564,14931.0557,15085.4717,4888421039
06-12-21,15117.6289,15281.9893,14931.6113,15225.1523,4136666604
07-12-21,15510.9131,15720.0879,15507.6602,15686.916,4044272429
08-12-21,15690.6494,15792.6387,15618.877,15786.9883,3971566664
09-12-21,15720.5391,15796.0527,15511.1182,15517.3701,3579958928
10-12-21,15629.5908,15677.6006,15477.8516,15630.6006,3455609446
13-12-21,15621.2686,15637.0605,15408.249,15413.2822,3930418342
14-12-21,15215.958,15317.5518,15097.3506,15237.6396,4114784680
15-12-21,15230.7061,15575.7568,15055.2256,15565.583,4537124647
16-12-21,15629.0771,15633.1875,15119.4912,15180.4346,4144010726
17-12-21,15036.7705,15288.7764,14960.3662,15169.6816,6484272350
20-12-21,14932.999,15007.2969,14860.0391,14980.9443,3841254771
21-12-21,15140.4326,15349.0645,15015.0254,15341.0869,3808889139
22-12-21,15319.1611,15525.9736,15303.0635,15521.8926,3555680707
23-12-21,15544.7881,15697.9766,15528.9131,15653.374,3472305983
27-12-21,15696.8291,15871.3965,15696.8291,15871.2617,3312070344
28-12-21,15895.1982,15901.4697,15757.0684,15781.7236,3180970118
29-12-21,15794.9229,15821.8135,15679.8525,15766.2158,3232887064
30-12-21,15758.9834,15868.0859,15729.1641,15741.5645,3328410648
31-12-21,15722.9053,15777.4307,15643.9355,15644.9707,2979913873
03-01-22,15732.4971,15832.7988,15644.0869,15832.7988,3801536332
04-01-22,15852.1357,15852.1357,15512.4111,15622.7188,4212489946
05-01-22,15547.1621,15586.2988,15095.1836,15100.1738,3910719314
06-01-22,15024.1523,15198.4473,14914.8711,15080.8652,4023709831
07-01-22,15095.7178,15171.0166,14877.6289,14935.9014,3223655206
10-01-22,14751.7783,14953.8545,14530.2266,14942.8281,4460644017
11-01-22,14919.2607,15158.7109,14837.6348,15153.4482,3637429278
12-01-22,15263.0967,15319.0332,15117.2891,15188.3926,3593901169
13-01-22,15245.04,15259.708,14782.2363,14806.8125,3696482811
14-01-22,14708.0225,14897.6758,14689.4297,14893.7529,3739263076
18-01-22,14681.833,14740.5439,14482.9434,14506.8965,4055454125
19-01-22,14582.2188,14658.8896,14331.6543,14340.2549,3812139123
20-01-22,14462.8516,14642.0273,14140.7832,14154.0205,4143045020
21-01-22,14046.2236,14171.7227,13764.2412,13768.9219,4576711997
24-01-22,13481.4951,13876.6064,13094.6533,13855.1299,5812754677
25-01-22,13610.8662,13781.623,13414.1416,13539.2949,4141715811
26-01-22,13871.7676,14002.6504,13392.1924,13542.1191,4841623116
27-01-22,13710.9893,13765.9092,13322.6572,13352.7832,4342977914
28-01-22,13436.709,13771.9062,13236.5557,13770.5732,4214212422
31-01-22,13812.1943,14242.8984,13767.7119,14239.8828,4456929276
01-02-22,14277.4336,14358.6924,14070.7686,14346.0029,3992844260
02-02-22,14494.4727,14504.8164,14264.6484,14417.5469,3998515771
03-02-22,14045.834,14207.8848,13851.7441,13878.8184,3636290694
04-02-22,13958.4824,14222.7598,13850.3867,14098.0068,3481930535
07-02-22,14118.7871,14236.3066,13974.0957,14015.668,3660494245
08-02-22,13984.4326,14226.4844,13934.7803,14194.4551,3665076676
09-02-22,14368.1572,14490.7236,14330.8682,14490.373,4107905491
10-02-22,14228.6816,14509.5586,14118.2021,14185.6416,4384927292
11-02-22,14213.623,14246.6963,13733.1582,13791.1543,4349793723
14-02-22,13768.9668,13921.7139,13664.7578,13790.9189,3318476281
15-02-22,13997.1797,14142.4932,13976.291,14139.7568,3795754043
16-02-22,14038.9209,14163.7305,13931.9883,14124.0947,3645350422
17-02-22,14004.1904,14020.8223,13704.7002,13716.7188,3377855178
18-02-22,13735.4014,13762.3994,13465.5615,13548.0654,3570815540
22-02-22,13424.3594,13618.7148,13249.6465,13381.5166,4141697213
23-02-22,13511.748,13533.7822,13032.1689,13037.4873,3938582280
24-02-22,12587.8818,13486.1104,12587.8818,13473.585,5145901655
25-02-22,13485.2588,13696.8623,13358.293,13694.624,3991259738
28-02-22,13570.8262,13810.6416,13549.8975,13751.3994,5074375879
01-03-22,13716.6982,13777.04,13441.3203,13532.459,5324106393
02-03-22,13597.5283,13796.5488,13493.9053,13752.0166,4561585720
03-03-22,13837.5879,13837.5879,13472.6377,13537.9414,4449942426
04-03-22,13455.2334,13486.707,13224.9775,13313.4385,4621552624
07-03-22,13328.3633,13353.2793,12828.0215,12830.9619,5049036537
08-03-22,12800.0361,13159.4365,12670.083,12795.5518,5457577794
09-03-22,13113.7041,13301.1621,13039.7939,13255.5459,4401062917
10-03-22,13098.3477,13163.502,12946.2783,13129.9629,4362514951
11-03-22,13229.7715,13239.3477,12830.3711,12843.8076,4362680446
14-03-22,12795.124,12918.0078,12555.3496,12581.2207,5202914248
15-03-22,12685.2344,12973.8789,12616.5898,12948.6211,4451445561
16-03-22,13119.3643,13440.1221,12992.1992,13436.5527,5238125670
17-03-22,13360.7217,13620.8018,13317.1406,13614.7812,4639022101
18-03-22,13564.6318,13899.2812,13528.0605,13893.8369,5099491013
21-03-22,13860.3857,13945.8047,13682.5537,13838.46,4965058844
22-03-22,13866.4326,14141.0654,13857.292,14108.8174,4798263082
23-03-22,13990.3525,14152.1445,13921.6523,13922.6045,4380137931
24-03-22,14001.3242,14193.5518,13897.2002,14191.8389,4419612348
25-03-22,14194.7217,14218.7607,14010.792,14169.2998,4916501461
28-03-22,14177.208,14356.001,14101.3369,14354.9023,4518580569
29-03-22,14500.3867,14646.9023,14419.3975,14619.6357,5359522519
30-03-22,14558.5898,14609.2529,14383.4473,14442.2744,4872224083
31-03-22,14444.7793,14456.7402,14217.7246,14220.5186,4231124092
01-04-22,14269.5303,14306.9443,14131.8057,14261.5,4368573521
04-04-22,14304.3516,14534.3779,14286.4463,14532.5537,4068394157
05-04-22,14490.2588,14500.293,14169.1201,14204.168,4063725286
06-04-22,14002.583,14032.8398,13788.8984,13888.8174,4551556028
07-04-22,13861.4893,13978.25,13689.2324,13897.2998,4137808198
08-04-22,13830.4736,13866.0596,13693.6855,13710.9961,3939424054
11-04-22,13547.293,13585.0811,13401.3867,13411.9561,4282991656
12-04-22,13584.6865,13685.9463,13317.7402,13371.5713,4240169994
13-04-22,13373.1162,13679.4346,13353.6572,13643.5869,4296202005
14-04-22,13647.4258,13662.9287,13345.2178,13351.0791,4017609690
18-04-22,13319.3906,13414.2695,13222.0332,13332.3574,3727737699
19-04-22,13312.4404,13643.9727,13281.2227,13619.6562,3916351815
20-04-22,13665.377,13678.5527,13426.125,13453.0654,3983736729
21-04-22,13623.7041,13710.6953,13140.8311,13174.6514,4486863117
22-04-22,13168.7959,13212.6045,12828.0215,12839.293,3715599330
25-04-22,12749.1738,13011.4463,12722.5918,13004.8525,3734036742
26-04-22,12918.0391,12918.0391,12490.7432,12490.7432,3965433728
27-04-22,12500.8809,12703.793,12430.9033,12488.9326,3889392204
28-04-22,12712.8623,12948.5186,12487.8564,12871.5273,4061612487
29-04-22,12710.416,12861.8252,12315.7422,12334.6396,3473961677
02-05-22,12331.6855,12542.5439,12202.4092,12536.0176,4022269757
03-05-22,12511.458,12645.8262,12460.9941,12563.7578,3829326080
04-05-22,12574.7295,12985.0117,12367.0234,12964.8555,4606498889
05-05-22,12787.5225,12787.5225,12183.5625,12317.6914,4328724718
06-05-22,12246.834,12358.4238,11990.1465,12144.6621,4339111450
09-05-22,11923.0293,11990.6094,11574.9424,11623.248,4622014042
10-05-22,11900.3428,11944.9365,11566.2842,11737.6709,4883169855
11-05-22,11645.5723,11844.5059,11339.1836,11364.2354,4801443133
12-05-22,11199.2539,11547.3311,11108.7598,11370.9619,5320739999
13-05-22,11555.9746,11856.7109,11510.2559,11805.002,4749417111
16-05-22,11727.1416,11804.5938,11627.5264,11662.791,4274686285
17-05-22,11905.5742,11988.4268,11754.2773,11984.5225,4431243145
18-05-22,11790.6816,11826.2246,11381.6914,11418.1543,4283418821
19-05-22,11364.4014,11562.8164,11313.3105,11388.4951,4342715231
20-05-22,11542.6738,11552.21,11035.6885,11354.6172,4622033291
23-05-22,11396.2754,11552.0732,11304.5576,11535.2744,3894573803
24-05-22,11326.4434,11351.6064,11092.4775,11264.4482,4021972651
25-05-22,11225.0293,11511.9014,11211.8525,11434.7402,3874847691
26-05-22,11409.8389,11796.9727,11406.1621,11740.6504,4061592782
27-05-22,11869.6865,12131.6572,11856.8154,12131.1309,4169413412
31-05-22,12137.543,12190.084,11942.499,12081.3916,5100913718
01-06-22,12176.8916,12237.9355,11901.4346,11994.46,4002226935
02-06-22,11945.5674,12320.1211,11901.4492,12316.8984,3845236342
03-06-22,12097.1152,12167.4424,11966.6191,12012.7344,3531896827
06-06-22,12200.3291,12245.4014,12004.2002,12061.3701,4065842274
07-06-22,11925.8115,12194.8574,11888.6152,12175.2314,3865566105
08-06-22,12147.2773,12235.7803,12052.7002,12086.2705,4218809909
09-06-22,12016.4746,12115.0645,11751.9756,11754.2256,4802592576
10-06-22,11543.8828,11569.1514,11328.2734,11340.0244,4371178224
13-06-22,10986.8457,11071.4756,10775.1426,10809.2256,4612897791
14-06-22,10897.4297,10926.8105,10733.042,10828.3457,4064237488
15-06-22,10968.4014,11244.2637,10866.3926,11099.1543,4088381285
16-06-22,10806.0225,10831.0693,10565.1348,10646.0986,4372975307
17-06-22,10697.5508,10884.708,10638.7236,10798.3496,4288700220
21-06-22,10974.0518,11164.9873,10974.0518,11069.3027,4539908375
22-06-22,10941.9512,11216.7715,10938.0576,11053.0801,4544545414
23-06-22,11137.6777,11260.2695,11046.2852,11232.1924,4586008605
24-06-22,11351.3105,11613.2256,11337.7773,11607.6201,8414947600
27-06-22,11661.0215,11677.4854,11487.0732,11511.3154,4387065191
28-06-22,11542.2441,11635.8545,11177.6797,11181.54,4705207231
29-06-22,11160.2188,11226.3301,11072.1914,11177.8936,4932872265
30-06-22,11048.2461,11160.9229,10850.0059,11028.7354,4335919479
01-07-22,11006.834,11132.5459,10922.7109,11127.8447,4087041545
05-07-22,10964.1826,11323.8945,10911.4531,11322.2373,4284744143
06-07-22,11337.8984,11443.1455,11250.3223,11361.8516,4154175963
07-07-22,11422.5977,11644.4697,11412.877,11621.3457,4123854738
08-07-22,11503.6143,11689.6953,11479.7676,11635.3076,3950603839
11-07-22,11524.4893,11541.0977,11348.0645,11372.5986,3800355625
12-07-22,11420.8926,11483.1738,11207.0762,11264.7275,3659148088
13-07-22,11056.5498,11325.668,11031.2695,11247.582,3715113198
14-07-22,11151.208,11279.9658,11005.9336,11251.1855,3817491772
15-07-22,11379.3604,11454.6895,11295.332,11452.4209,3760718125
18-07-22,11561.6377,11629.0322,11322.8389,11360.0479,4394528684
19-07-22,11514.998,11721.2197,11448.9668,11713.1475,4680958389
20-07-22,11726.0859,11939.958,11703.3613,11897.6514,4745130312
21-07-22,11914.1475,12060.5869,11812.7236,12059.6094,4003884227
22-07-22,12025.3701,12093.0176,11767.1875,11834.1113,4124105698
25-07-22,11837.9609,11855.1055,11707.5293,11782.666,3677257187
26-07-22,11701.5312,11711.3135,11533.3721,11562.5742,3782344077
27-07-22,11756.1875,12081.7305,11718.3779,12032.4229,3928862326
28-07-22,12036.4834,12179.0918,11886.6719,12162.5928,4225652673
29-07-22,12239.6924,12426.2637,12181.1299,12390.6875,4255886728
01-08-22,12317.9629,12499.7217,12271.9824,12368.9756,3784659876
02-08-22,12287.668,12503.3438,12260.4775,12348.7578,4048533510
03-08-22,12433.874,12699.6387,12425.207,12668.1592,5002928549
04-08-22,12675.0449,12736.1855,12600.7832,12720.5801,4823645156
05-08-22,12538.8047,12720.4375,12525.7666,12657.5547,4295171727
08-08-22,12703.7227,12855.1543,12597.752,12644.459,4596541404
09-08-22,12557.4873,12582.9062,12438.8643,12493.9297,4742684375
10-08-22,12793.4395,12861.4365,12698.6094,12854.8047,4524756069
11-08-22,12944.8232,13026.2393,12760.0889,12779.9121,5151180193
12-08-22,12866.3145,13047.1855,12821.2168,13047.1855,4264851059
15-08-22,12996.6289,13146.0566,12993.7803,13128.0527,3935666472
16-08-22,13082.6377,13181.0869,12979.2402,13102.5488,4470343545
17-08-22,12968.627,13053.5088,12863.0059,12938.123,4569918792
18-08-22,12937.7852,13002.6592,12873.4932,12965.3418,4160376962
19-08-22,12832.2676,12859.0107,12674.8691,12705.2148,4066009351
22-08-22,12523.1611,12538.5488,12353.7275,12381.5732,3738603413
23-08-22,12380.3682,12490.8545,12352.0264,12381.3008,3294005475
24-08-22,12375.1514,12504.3252,12350.1592,12431.5273,3457544327
25-08-22,12506.3691,12641.2646,12471.9756,12639.2656,3734863856
26-08-22,12630.5771,12655.8359,12141.5195,12141.71,3823223642
29-08-22,12021.0498,12124.8682,11981.4189,12017.6689,3621046030
30-08-22,12093.0566,12101.8506,11790.0244,11883.1367,3942932149
31-08-22,11972.5596,12027.4258,11814.1689,11816.2031,3637863821
01-09-22,11707.4424,11798.373,11546.5156,11785.126,3820385924
02-09-22,11899.1377,11945.9053,11573.5127,11630.8643,3529693477
06-09-22,11643.0283,11679.4287,11471.5039,11544.9092,3916736183
07-09-22,11559.376,11819.0723,11555.085,11791.8994,3798761682
08-09-22,11679.8555,11896.7324,11660.5303,11862.1289,3668293840
09-09-22,11958.6084,12132.6748,11958.6084,12112.3066,3800367320
12-09-22,12174.9404,12270.1885,12169.2832,12266.4102,3624664429
13-09-22,11908.8086,11957.9668,11604.4297,11633.5742,3992124165
14-09-22,11680.4072,11746.834,11602.7627,11719.6777,4211733162
15-09-22,11633.2383,11760.7285,11497.1113,11552.3574,4102944883
16-09-22,11401.207,11460.4268,11316.9199,11448.4033,3768023494
19-09-22,11338.5654,11538.1328,11337.8291,11535.0195,3587110557
20-09-22,11440.1436,11520.9863,11343.7188,11425.0508,3413141426
21-09-22,11466.21,11613.5732,11218.9941,11220.1924,3641874706
22-09-22,11167.3838,11203.7666,11024.6436,11066.8057,4158003839
23-09-22,10952.6924,10958.2949,10732.7188,10867.9258,4225134052
26-09-22,10833.3848,11024.002,10789.0498,10802.9219,3836132435
27-09-22,10955.2881,11040.9844,10741.0225,10829.5039,3528047500
28-09-22,10817.5244,11101.499,10776.3438,11051.6367,3686475730
29-09-22,10894.4355,10899.4658,10623.2246,10737.5059,3639108765
30-09-22,10697.707,10883.042,10572.3301,10575.6191,3107023064
03-10-22,10659.0107,10875.4619,10577.8896,10815.4346,3618896452
04-10-22,11054.7168,11189.958,11044.043,11176.4053,4225064120
05-10-22,11022.6719,11210.3223,10910.7559,11148.6387,3372754209
06-10-22,11129.04,11230.4404,11051.2705,11073.3105,3665907777
07-10-22,10877.2822,10891.9268,10608.5156,10652.4043,3878535085
10-10-22,10659.9482,10669.9297,10449.0361,10542.1016,3332961428
11-10-22,10484.373,10608.8408,10351.9814,10426.1914,3824454203
12-10-22,10436.9961,10494.5322,10372.207,10417.0986,3374343542
13-10-22,10131.8164,10697.708,10088.8281,10649.1523,4186468181
14-10-22,10742.8145,10766.6855,10308.8105,10321.3887,3203950806
17-10-22,10575.6465,10696.5947,10569.6895,10675.8008,3657354480
18-10-22,10963.9893,10972.9717,10670.1191,10772.4023,4149922119
19-10-22,10689.3105,10808.0371,10592.8789,10680.5078,4194898226
20-10-22,10657.4141,10837.2979,10574.5527,10614.8438,3773186678
21-10-22,10576.0371,10875.7197,10542.4307,10859.7158,3765753539
24-10-22,10867.0674,10983.5205,10713.3271,10952.6113,4006204913
25-10-22,10996.9668,11210.376,10996.9668,11199.1152,4344995382
26-10-22,10969.0186,11205.8389,10948.377,10970.9922,4355783646
27-10-22,10971.9531,10998.7266,10780.499,10792.6748,3983725463
28-10-22,10766.1992,11117.0381,10766.1992,11102.4521,3916185880
31-10-22,11028.4307,11047.9404,10914.0049,10988.1455,3980960603
01-11-22,11154.7373,11156.3496,10881.1855,10890.8457,3934998864
02-11-22,10885.0088,10993.2363,10522.9043,10524.7969,4442070790
03-11-22,10399.4512,10486.0137,10319.5381,10342.9404,4268430098
04-11-22,10548.1445,10553.6328,10262.9268,10475.2549,4445555920
07-11-22,10516.9385,10587.957,10428.9082,10564.5195,3827381130
08-11-22,10611.5293,10745.6445,10472.7275,10616.2002,4302625512
09-11-22,10528.4521,10564.9736,10344.0137,10353.1748,3923554326
10-11-22,10869.1689,11119.1152,10779.9521,11114.1465,4840308625
11-11-22,11124.749,11352.4287,11069.8291,11323.3311,4710610639
14-11-22,11233.9043,11350.125,11167.165,11196.2207,4271170647
15-11-22,11474.8203,11492.6162,11241.1523,11358.4102,4600043534
16-11-22,11260.0947,11286.1006,11162.9229,11183.6582,3843546195
17-11-22,11008.6719,11198.8379,11006.2129,11144.958,3612430617
18-11-22,11257.0068,11259.4443,11059.1562,11146.0625,3422812076
21-11-22,11091.0078,11128.7832,10999.748,11024.5107,3362831111
22-11-22,11058.5586,11179.8711,10975.6641,11174.4062,3573643046
23-11-22,11174.6123,11310.8242,11174.6123,11285.3174,3840005329
25-11-22,11231.0,11261.5742,11206.3818,11226.3555,1924904048
28-11-22,11147.5684,11217.7471,11020.6934,11049.499,3697262924
29-11-22,11060.0176,11086.0244,10944.3711,10983.7793,4036497632
30-11-22,10995.2041,11468.4746,10966.5283,11467.9961,5562503834
01-12-22,11475.1719,11546.7734,11378.748,11482.4492,4335360624
02-12-22,11308.376,11492.3213,11296.7217,11461.4971,3845302990
05-12-22,11380.9912,11425.5146,11193.0244,11239.9375,3884778083
06-12-22,11228.4199,11241.4209,10956.1982,11014.8896,4076528400
07-12-22,10963.9502,11039.8125,10910.6162,10958.5537,3654995091
08-12-22,11011.334,11119.1631,10939.4707,11082.0029,3669481501
09-12-22,11038.1729,11138.7012,10999.2588,11004.6172,3646781959
12-12-22,11015.4775,11144.6748,10984.8174,11143.7383,4270773839
13-12-22,11542.8418,11571.6416,11160.5391,11256.8135,5094332284
14-12-22,11248.0879,11352.0869,11065.2383,11170.8867,4622341052
15-12-22,11012.623,11029.5664,10775.6113,10810.5264,4771326349
16-12-22,10767.6348,10833.2432,10642.1025,10705.4141,6871839557
19-12-22,10707.4404,10713.9688,10497.5508,10546.0322,3960335748
20-12-22,10490.8867,10609.4648,10446.8213,10547.1123,3965130854
21-12-22,10592.001,10753.5742,10569.2031,10709.3701,3735504312
22-12-22,10586.457,10599.3389,10313.3193,10476.1191,4345673723
23-12-22,10437.7529,10514.7617,10361.8213,10497.8633,2987249166
27-12-22,10462.1875,10472.3213,10340.7334,10353.2266,3242510640
28-12-22,10339.1963,10414.8174,10207.4727,10213.2881,3207498768
29-12-22,10321.4561,10502.0811,10301.0596,10478.0869,3561771877
30-12-22,10368.3721,10468.3135,10324.6953,10466.4814,3372868043
03-01-23,10562.0625,10613.0635,10309.1611,10386.9844,4080086836
04-01-23,10467.8213,10515.2217,10337.6426,10458.7617,4379366498
05-01-23,10390.3076,10393.2178,10295.249,10305.2412,4133460806
06-01-23,10363.958,10604.1357,10265.0391,10569.2939,4438402682
09-01-23,10662.1045,10807.2627,10619.1221,10635.6494,4412016960
10-01-23,10607.7197,10743.6738,10589.5947,10742.6299,4089128757
11-01-23,10794.9863,10932.4443,10762.7275,10931.6709,4523438230
12-01-23,10969.2559,11027.7539,10797.1162,11001.1045,4773124891
13-01-23,10906.3682,11084.0078,10900.1611,11079.1562,4397515497
17-01-23,11070.0029,11145.4375,11024.7197,11095.1133,4536384531
18-01-23,11170.9482,11223.4141,10952.0479,10957.0127,4494330715
19-01-23,10890.3975,10932.5176,10804.5732,10852.2695,3984033245
20-01-23,10924.6641,11143.1729,10885.6455,11140.4346,5271674031
23-01-23,11171.9434,11405.5029,11144.0264,11364.4141,5290674152
24-01-23,11302.9326,11378.1514,11282.6484,11334.2715,5080465371
25-01-23,11146.5322,11334.2168,11069.1748,11313.3574,4830242522
26-01-23,11458.4053,11516.0527,11341.1934,11512.4131,5045800364
27-01-23,11470.4688,11691.8877,11470.2715,11621.71,5562851983
30-01-23,11512.3418,11553.3086,11388.5439,11393.8145,4474322210
31-01-23,11398.5771,11586.0117,11398.374,11584.5518,4980519132
01-02-23,11573.1436,11904.0186,11500.332,11816.3193,5430936568
02-02-23,12065.1475,12269.5547,12024.1426,12200.8184,6100834504
03-02-23,11946.8564,12231.3096,11946.8564,12006.9551,5018472520
06-02-23,11904.4092,11973.4092,11843.4893,11887.4502,4850013737
07-02-23,11891.248,12150.2168,11836.7754,12113.7861,4819545853
08-02-23,12069.1201,12096.3857,11890.0938,11910.5205,4384012296
09-02-23,12069.1045,12070.9629,11745.1064,11789.5791,4777991887
10-02-23,11714.5996,11775.8008,11630.54,11718.1201,4179623434
13-02-23,11759.0879,11910.9229,11719.7314,11891.7891,4120264932
14-02-23,11808.2002,11999.8506,11760.5645,11960.1455,4139476386
15-02-23,11905.123,12071.2871,11876.8164,12070.5928,4416652855
16-02-23,11896.3086,12040.3359,11853.3604,11855.834,4406161310
17-02-23,11777.5049,11803.2227,11673.2139,11787.2715,4190932829
21-02-23,11640.374,11684.1406,11491.1758,11492.3008,4303873277
22-02-23,11517.1963,11582.5176,11445.1738,11507.0703,3944326242
23-02-23,11636.9297,11638.9756,11432.5781,11590.4014,3987946749
24-02-23,11404.1816,11434.3643,11334.4658,11394.9414,3742291826
27-02-23,11517.1885,11565.2314,11444.5986,11466.9795,3922185810
28-02-23,11451.0488,11548.2256,11435.3936,11455.5439,4606641192
01-03-23,11447.5811,11479.002,11349.8682,11379.4844,4285298570
02-03-23,11273.7695,11487.5928,11273.6084,11462.9814,4671047894
03-03-23,11524.6475,11699.6338,11514.7383,11689.0059,4469049935
06-03-23,11736.8672,11827.9229,11667.4775,11675.7373,4349745938
07-03-23,11670.9785,11705.9648,11512.0273,11530.332,4725591677
08-03-23,11553.0859,11601.2295,11487.752,11576.0049,4455462825
09-03-23,11578.3076,11667.1152,11319.9844,11338.3545,4302655355
10-03-23,11325.3604,11373.8105,11093.8633,11138.8877,4716310556
13-03-23,11041.459,11326.7324,10982.8027,11188.8428,5025945882
14-03-23,11357.7354,11467.0156,11284.9287,11428.1484,4615197146
15-03-23,11291.166,11447.9043,11238.4424,11434.0518,4858966343
16-03-23,11384.8701,11733.8027,11365.4854,11717.2764,4573608783
17-03-23,11696.3447,11773.1123,11562.6289,11630.5137,6610257858
